DB13961	fish oils
DB00376	trihexyphenidyl
DB00279	triiodothyronine
DB01108	trilostane
DB09206	trimazosin
DB09089	trimebutine
DB13129	trimegestone
DB01246	trimeprazine
DB09069	trimetazidine
DB00347	trimethadione
DB01116	trimethaphan
DB00662	trimethobenzamide
DB00440	trimethoprim
DB03977	trimethyllysine
DB01157	trimetrexate
DB00726	trimipramine
DB01676	trinitrotoluene
DB04571	trioxsalen
DB00792	tripelennamine
DB00427	triprolidine
DB12025	triptolide
DB06825	triptorelin
DB13711	tritoqualine
DB12902	trofosfamide
DB00197	troglitazone
DB13179	troleandomycin
DB13288	tromantadine
DB03754	tromethamine
DB00809	tropicamide
DB11699	tropisetron
DB00209	trospium
DB00685	trovafloxacin
DB04961	troxacitabine
DB13124	troxerutin
DB11237	trypsin
DB00150	tryptophan
DB03172	tubercidin
DB11601	tuberculin
DB01199	tubocurarine
DB12248	tulobuterol
DB13172	tunicamycin
DB11475	tylosin
DB06439	tyloxapol
DB11554	tylvalosin
DB08803	tymazoline
DB08841	tyramine
DB13503	tyrothricin
DB03424	ubenimex
DB06267	udenafil
DB05034	ularitide
DB12128	ulimorelin
DB08867	ulipristal
DB06826	unoprostone
DB03419	uracil
DB12661	urapidil
DB00094	urofollitropin
DB00013	urokinase
DB01586	ursodiol
DB05679	ustekinumab
DB06235	vadimezan
DB00577	valaciclovir
DB00580	valdecoxib
DB13196	valerian
DB01610	valganciclovir
DB00161	valine
DB14057	valinomycin
DB13099	valnoctamide
DB00313	valproate
DB00385	valrubicin
DB00177	valsartan
DB11869	valspodar
DB13971	vanadium
DB00512	vancomycin
DB05294	vandetanib
DB11929	vaniprevir
DB03701	vanoxerine
DB04894	vapreotide
DB00862	vardenafil
DB01273	varenicline
DB11909	varespladib
DB00067	vasopressins
DB04879	vatalanib
DB01339	vecuronium
DB09033	vedolizumab
DB06493	velafermin
DB07232	veliparib
DB05656	veltuzumab
DB12702	velusetrag
DB08881	vemurafenib
DB00285	venlafaxine
DB13523	veralipride
DB00661	verapamil
DB00460	verteporfin
DB05585	verubulin
DB12082	vesnarinone
DB00194	vidarabine
DB12272	vidupiprant
DB01080	vigabatrin
DB09082	vilanterol
DB06684	vilazodone
DB04876	vildagliptin
DB09185	viloxazine
DB00570	vinblastine
DB13374	vincamine
DB00541	vincristine
DB00309	vindesine
DB00361	vinorelbine
DB12131	vinpocetine
DB05168	vintafolide
DB06827	viomycin
DB12053	visilizumab
DB08828	vismodegib
DB04877	voacamine
DB11693	voclosporin
DB04878	voglibose
DB12062	volasertib
DB06647	volociximab
DB09030	vorapaxar
DB00582	voriconazole
DB02546	vorinostat
DB13767	vorozole
DB11999	vosaroxin
DB08059	wortmannin
DB06393	xaliproden
DB13781	xamoterol
DB15357	xanomeline
DB04898	ximelagatran
DB13803	xipamide
DB05241	xl765
DB11477	xylazine
DB11195	xylitol
DB06694	xylometazoline
DB09419	xylose
DB01392	yohimbine
DB00549	zafirlukast
DB00943	zalcitabine
DB00962	zaleplon
DB12202	zalutumumab
DB00558	zanamivir
DB02918	zardaverine
DB11337	zeatin
DB11176	zeaxanthin
DB11478	zeranol
DB06629	zibotentan
DB06283	ziconotide
DB00495	zidovudine
DB00744	zileuton
DB04832	zimeldine
DB01593	zinc
DB15589	zingerone
DB13564	zipeprol
DB00246	ziprasidone
DB13166	zofenopril
DB11555	zolazepam
DB00399	zoledronate
DB00315	zolmitriptan
DB00425	zolpidem
DB04828	zomepirac
DB00909	zonisamide
DB01198	zopiclone
DB08772	zopolrestat
DB11618	zorubicin
DB09225	zotepine
DB09120	zucapsaicin
DB01624	zuclopenthixol
DB03166	acetic acid
DB00551	acetohydroxamic acid
DB09347	acetrizoic acid
DB02579	acrylic acid
DB13518	alginic acid
DB00513	aminocaproic acid
DB00855	aminolevulinic acid
DB02079	aminooxyacetic acid
DB00233	aminosalicylic acid
DB04166	anthranilic acid
DB03006	arsanilic acid
DB14054	asiatic acid
DB00128	aspartic acid
DB00548	azelaic acid
DB03793	benzoic acid
DB12480	betulinic acid
DB11326	boric acid
DB02994	cacodylic acid
DB06775	carglumic acid
DB06777	chenodeoxycholic acid
DB04272	citric acid
DB03600	decanoic acid
DB08830	dehydroascorbic acid
DB11622	dehydrocholic acid
DB03619	deoxycholic acid
DB03760	dihydrolipoic acid
DB04267	dipicolinic acid
DB03756	docosahexaenoic acid
DB02852	domoic acid
DB00974	edetic acid
DB08846	ellagic acid
DB00903	ethacrynic acid
DB13873	fenofibric acid
DB07767	ferulic acid
DB00158	folic acid
DB01942	formic acid
DB01677	fumaric acid
DB02703	fusidic acid
DB00743	gadobenic acid
DB00142	glutamic acid
DB02123	glycochenodeoxycholic acid
DB02691	glycocholic acid
DB03085	glycolic acid
DB13089	glycyrrhetinic acid
DB13751	glycyrrhizic acid
DB13366	hydrochloric acid
DB14135	hypochlorous acid
DB07950	indoleacetic acid
DB13428	iobenzamic acid
DB13755	iocarmic acid
DB09403	iocetamic acid
DB15445	iodohippuric acid
DB13539	iodoxamic acid
DB13701	ioglicic acid
DB13741	ioglycamic acid
DB08946	iopanoic acid
DB09133	iothalamic acid
DB08945	iotroxic acid
DB09313	ioxaglic acid
DB13444	ioxitalamic acid
DB01759	kojic acid
DB11937	kynurenic acid
DB04398	lactic acid
DB00132	linolenic acid
DB14037	madecassic acid
DB04299	maleic acid
DB12751	malic acid
DB00784	mefenamic acid
DB01024	mycophenolic acid
DB00779	nalidixic acid
DB04552	niflumic acid
DB03040	nitrilotriacetic acid
DB05990	obeticholic acid
DB04519	octanoic acid
DB04224	oleic acid
DB03902	oxalic acid
DB13627	oxolinic acid
DB03796	palmitic acid
DB01783	pantothenic acid
DB14007	pentetic acid
DB14556	peracetic acid
DB09269	phenylacetic acid
DB02823	phosphonoacetic acid
DB09394	phosphoric acid
DB03651	picric acid
DB13823	pipemidic acid
DB13744	piromidic acid
DB03766	propionic acid
DB00119	pyruvic acid
DB02999	quisqualic acid
DB08587	sinapinic acid
DB03193	stearic acid
DB00139	succinic acid
DB11309	sulfuric acid
DB09372	tannic acid
DB09459	tartaric acid
DB08833	taurochenodeoxycholic acid
DB04348	taurocholic acid
DB08834	tauroursodeoxycholic acid
DB00166	thioctic acid
DB01600	tiaprofenic acid
DB09216	tolfenamic acid
DB00302	tranexamic acid
DB08844	uric acid
DB15588	ursolic acid
DB08886	asparaginase erwinia chrysanthemi
DB00017	salmon calcitonin
DB10869	grain mill dust
DB06205	hyaluronidase (human recombinant)
DB10543	cow milk
DB00061	pegademase bovine
DB14297	arnica montana
DB10448	aspergillus flavus var. oryzae
DB11347	bacillus subtilis
DB10429	candida albicans
DB14320	eucalyptus globulus
DB15525	mucor circinelloides f. lusitanicus
DB10812	penicillium roqueforti
DB13263	quassia amara
DB10814	rhizopus stolonifer
DB01669	streptogramin group a
DB11295	trichophyton verrucosum
DB01381	ginkgo biloba
DB00103	agalsidase beta
DB00062	serum albumin
DB01272	alglucosidase alfa
DB00681	amphotericin b
DB11720	angiotensin i (1-7)
DB11842	angiotensin ii
DB11598	antithrombin iii
DB14114	antivenin,crotalidae polyvalent
DB06733	bafilomycin a1
DB03777	bisindolylmaleimide i
DB07348	brefeldin a
DB02860	calyculin a
DB03313	cephalosporin c
DB00097	choriogonadotropin alfa
DB14473	factor viii
DB01992	coenzyme a
DB09110	coenzyme m
DB00012	darbepoetin alfa,recombinant
DB04517	dipyrromethane cofactor
DB12730	dolastatin 10
DB14258	slippery elm
DB12668	enkephalin, methionine
DB00016	epoetin alfa
DB03010	epothilone b
DB01873	epothilone d
DB00286	estrogens, conjugated (usp)
DB09317	estrogens, conjugated synthetic a
DB09318	estrogens, conjugated synthetic b
DB11578	fat, hard
DB06748	ginsenoside rb2
DB06750	ginsenoside rg1
DB09126	chorionic gonadotropin
DB10499	cat hair
DB11627	hepatitis b surface antigens
DB11520	hygromycin b
DB11603	rabies immune globulin
DB14112	vaccinia immune globulin
DB11621	varicella-zoster immune globulin
DB00030	insulin, regular, beef-pork
DB00071	insulin, regular, pork
DB05396	albinterferon alfa-2b
DB00034	interferon alfa-2a
DB00105	interferon alfa-2b
DB00069	interferon alfacon-1
DB00011	interferon alfa-n1
DB00018	interferon alfa-n3
DB00060	interferon beta 1a
DB00068	interferon beta-1b
DB00033	interferon gamma-1b
DB13966	isopropyl myristate
DB00044	lutropin alfa
DB05668	isophosphamide mustard
DB06804	nonoxynol 9
DB11570	padimate o
DB00008	peginterferon alfa-2a
DB00022	peginterferon alfa-2b
DB01053	penicillin g
DB09320	penicillin g procaine
DB00417	penicillin v
DB04925	salivary plasminogen activator alpha 1, desmodus rotundus
DB00781	polymyxin b
DB11178	polysorbate 20
DB14153	polysorbate 60
DB11063	polysorbate 80
DB03825	rhodamine 6g
DB12684	ribosome inactivating protein, viscum
DB10583	tetanus toxin fragment c
DB14375	milk thistle
DB11572	thrombin alfa
DB13959	triglycerides,medium chain
DB08690	ubiquinone q2
DB00170	vitamin k 3
DB14936	vitamin mk 7
DB14058	aureobasidin a
DB15334	biochanin a
DB06973	bisphenol a
DB11752	bryostatin 1
DB04886	calanolide a
DB14062	concanamycin a
DB00003	dornase alfa
DB00055	drotrecogin alfa
DB05129	elsamicin a
DB00036	eptacog alfa
DB04864	huperzine a
DB11229	padimate a
DB13198	pepsin a
DB09113	poractant alfa
DB11753	rifamycin sv
DB04297	trichostatin a
DB02621	latrunculin a
DB13999	moroctocog alfa
DB00100	nonacog alfa
DB00025	octocog alfa
DB08876	taliglucerase alfa
DB06720	velaglucerase alfa
DB11051	azficel-t
DB06688	sipuleucel-t
DB14198	quaternium-15
DB13973	remestemcel-l
DB14926	astuprotimut-r
DB15594	coomassie brilliant blue
DB14113	antivenin,latrodectus mactans
DB09136	iso-sulfan blue
DB14010	5-methoxy-n,n-dimethyltryptamine
DB00057	indium in 111 satumomab pendetide
DB15379	2-hydroxypropyl-beta-cyclodextrin
DB01454	3,4-methylenedioxymethamphetamine
DB09429	albumin, aggregated iodinated i 131
DB00154	all-cis-icosa-8,11,14-trienoic acid
DB13180	d-gluconic acid
DB02362	4-aminobenzoic acid
DB12452	1-octanol
DB02145	butan-1-ol
DB00151	l-cysteine
DB00135	l-tyrosine
DB03316	1,4-dioxane
DB03175	propan-1-ol
DB00130	l-glutamine
DB00129	l-ornithine
DB00174	l-asparagine
DB00155	l-citrulline
DB03107	beta-alanine
DB03733	1,2-dichloroethane
DB01436	1-hydroxycholecalciferol
DB07954	1-methyl-3-isobutylxanthine
DB01750	1-naphthylacetic acid
DB04528	2,4-dinitrophenol
DB01509	3,4-methylenedioxyamphetamine
DB03644	3-hydroxyanthranilic acid
DB06704	3-iodobenzylguanidine
DB04699	4-butyrolactone
DB03410	4-hydroxycoumarins
DB00550	6-propyl-2-thiouracil
DB06732	beta-naphthoflavone
DB13863	fructose-1,6-diphosphate
DB01686	n,n-dimethylarginine
DB01844	n,n-dimethylformamide
DB01488	n,n-dimethyltryptamine
DB00141	n-acetyl-d-glucosamine
DB11102	n-acetyl-l-tyrosine
DB11315	n-methylscopolamine
DB11815	omega-n-methylarginine
DB00118	s-adenosyl-l-methionine
DB14283	angelica root
DB13964	peanut oil
DB06784	gallium citrate ga 67
DB04870	oleoyl-estrone
DB09352	p-hydroxyamphetamine
DB09380	sodium chromate cr 51
DB09370	sodium phosphate p 32
DB11573	aluminum chlorohydrate
DB13039	1,4-dihydroxy-3-methyl-2-naphthyl 4-aminobenzoate
DB00517	anisotropine methylbromide
DB05983	bardoxolone methyl
DB14669	betamethasone phosphate
DB09116	calcium cyanamide
DB13962	calcium saccharate
DB05594	cantuzumab ravtansine
DB11330	factor ix complex
DB15535	copper(i) chloride
DB01860	cordycepin triphosphate
DB01134	desoxycorticosterone pivalate
DB13404	edetate sodium
DB01049	ergoloid mesylates
DB06789	hydroxyprogesterone caproate
DB01306	insulin aspart
DB01309	insulin glulisine
DB00893	iron dextran
DB09146	iron sucrose
DB04714	isopentenyl diphosphate
DB13477	lyapolate sodium
DB09332	menadiol sodium diphosphate
DB01401	choline magnesium trisalicylate
DB06807	phenyl aminosalicylate
DB00462	methscopolamine bromide
DB14003	vitamin e acetate
DB09266	technetium tc 99m tilmanocept
DB12750	ng-nitroarginine methyl ester
DB00840	hydroxypropyl cellulose
DB11602	hydroxyethyl cellulose
DB09381	estrogens, esterified
DB13658	hemoglobin raffimer
DB06812	povidone-iodine
DB00075	muromonab-cd3
DB09539	omega-3 acid ethyl esters
DB09449	sodium phosphate,monobasic
DB03205	pyrroloquinoline quinone
DB09447	technetium tc 99m albumin colloid
DB09160	technetium tc 99m tetrofosmin
DB09493	technetium tc 99m red blood cells
DB12688	moxetumomab pasudotox
DB04959	verpasep caltespen
DB03656	tribenuron methyl
DB04524	malonyl-coa
DB03699	succinyl-coa
DB09430	albumin, iodinated i 131 serum
DB13980	cupric acetate cu 64
DB09490	indium in 111 chloride
DB09546	iobenguane sulfate i 123
DB09382	iodohippurate sodium i 131
DB13975	black cohosh
DB13598	diethyl ether
DB10584	diphtheria toxoid
DB14336	dong quai
DB13706	eosine yellowish-(ys)
DB01323	st johns wort
DB11111	witch hazel
DB14267	yellow dock
DB14443	cholera vaccine (unspecified)
DB00058	alpha1-proteinase inhibitor
DB06379	calcitonin gene-related peptide
DB05394	corticotropin-releasing hormone
DB09421	thyrotropin-releasing hormone
DB13149	protein s
DB01285	adrenocorticotropic hormone
DB03925	ono-6818
DB09513	urea c 14
DB11140	chromium-51
DB09326	ammonia n 13
DB09461	xenon xe 127
DB09315	xenon xe 133
DB09563	(11)c-choline
DB09385	cyanocobalamin co 57
DB14090	dimethyl sulfone
DB09502	fludeoxyglucose f 18
DB09151	flutemetamol f 18
DB08824	ioflupane i 123
DB09443	krypton kr 81m
DB12425	liothyronine i 131
DB12565	abexinostat
DB11191	adenosylcobalamin
DB12442	alvespimycin
DB12845	amatuximab
DB11207	amiloxate
DB01424	aminophenazone
DB06696	arbekacin
DB12651	bardoxolone
DB13913	belladonna
DB14082	betiatide
DB03709	bicine
DB12182	binetrakin
DB09052	blinatumomab
DB11496	captax
DB04849	cediranib
DB00403	ceruletide
DB12908	denenicokin
DB04921	dirucotide
DB08861	dpdpe
DB00858	drostanolone
DB12349	dulanermin
DB14240	echinacea
DB12022	evatanepag
DB06431	evernimicin
DB05254	fibrinolysin
DB11184	fluorexon
DB06185	forodesine
DB01404	ginseng
DB05304	girentuximab
DB01382	glycodiazine
DB12698	ibalizumab
DB00159	icosapent
DB14909	imetelstat
DB06370	indisulam
DB13877	iniparib
DB12900	irdabisant
DB02292	irosustat
DB11336	kinetin
DB06549	labradimil
DB09571	levmetamfetamine
DB04817	metamizole
DB00340	metixene
DB06693	mevastatin
DB13615	mifamurtide
DB06801	monoctanoin
DB03994	monoethanolamine
DB03864	monothioglycerol
DB14128	nadide
DB08935	obinutuzumab
DB04291	oxfenicine
DB02959	oxitriptan
DB10984	peppermint
DB09311	polycarbophil
DB05458	pozanicline
DB06638	quarfloxin
DB05626	retaspimycin
DB07340	reversine
DB11362	selexipag
DB06268	sitaxentan
DB12443	sonedenoson
DB06271	sulodexide
DB09379	sutilains
DB11812	talaporfin
DB06624	taranabant
DB06753	tcep
DB14569	tedizolid
DB12056	trebananib
DB13747	trolamine
DB12077	urelumab
DB10318	varicella
DB05944	varlitinib
DB06400	vitespen
DB11777	cenderetide
DB12970	levoglucose
DB13628	ethylparaben
DB01776	metacresol
DB14134	octyldodecanol
DB02567	pd173955
DB00945	acetylsalicylic acid
DB14089	dimercaptosuccinic acid
DB02530	gamma-aminobutyric acid
DB11797	n-acetylneuraminic acid
DB13192	antihemophilic factor,human
DB00070	hyaluronidase (ovine)
DB10666	arabica coffee bean
DB10426	aspergillus niger var. niger
DB10808	mucor racemosus
DB10439	penicillium chrysogenum var. chrysogenum
DB14351	usnea barbata
DB10443	ustilago maydis
DB14091	carbomer 934p
DB13195	horse chestnut
DB14284	asian ginseng
DB11604	tetanus immune globulin
DB14360	saw palmetto
DB00024	thyrotropin alfa
DB14230	albumin aggregated
DB13883	antivenin (micrurus fulvius)
DB11600	wax, yellow
DB12939	nikkomycin z
DB15631	edodekin alfa
DB14999	interferon-beta
DB04256	(s)-alpha-methyl-4-carboxyphenylglycine
DB00825	(-)-menthol
DB14103	l-methionine sulfoximine
DB13707	sodium l-tartrate
DB11567	insulin peglispro
DB08918	levomilnacipran
DB00076	digoxin-specific antibody fragments
DB15018	agatolimod
DB11732	lasmiditan
DB04467	n-(5'-phosphopyridoxyl)-l-alanine
DB03647	3-[isopropyl(4-methylbenzoyl)amino]-5-phenylthiophene-2-carboxylic acid
DB07651	n-acetyl-l-phenylalanyl-4-[difluoro(phosphono)methyl]-l-phenylalaninamide
DB07072	(1s,2r,5s)-5-[3-(trifluoromethyl)-5,6-dihydro[1,2,4]triazolo[4,3-a]pyrazin-7(8h)-yl]-2-(2,4,5-trifluorophenyl)cyclohexanamine
DB08845	2-oxoglutarate(2-)
DB06894	dodecan-1-ol
DB12039	(-)-epicatechin
DB03823	(-)-epigallocatechin
DB04200	(-)-matairesinol
DB14476	(+)-alpha-tocopherol
DB15645	(+)-dihydromyricetin
DB07778	(s)-famoxadone
DB13269	2,4-dichlorobenzyl alcohol
DB01439	3-methylthiofentanyl
DB02153	3-sulfino-l-alanine
DB01955	butane-1,4-diol
DB01481	delta(1)-dihydrotestosterone
DB02561	d-fructopyranose
DB03974	l-homoarginine
DB08768	n(6)-dimethylallyladenine
DB01646	n-acetyl-l-methionine
DB14123	p-menthan-3-ol
DB02774	propane-1,3-diol
DB01752	s-adenosyl-l-homocysteine
DB07706	2-hydroxy-17beta-estradiol
DB11634	colestilan chloride
DB06556	edifoligide sodium
DB14662	flunisolide acetate
DB12564	gemcitabine elaidate
DB13864	hemoglobin crosfumaril
DB12398	naproxen etemesil
DB08913	radium ra 223 dichloride
DB09042	tedizolid phosphate
DB09299	tenofovir alafenamide
DB15651	valomaciclovir stearate
DB05306	alferminogene tadenovec
DB12786	alvircept sudotox
DB14600	edta disodium salt (anhydrous)
DB05202	egaptivon pegol
DB14951	etirinotecan pegol
DB11660	latanoprostene bunod
DB15241	methylsamidorphan chloride
DB01631	methyl nonanoate
DB02600	oseltamivir acid
DB03912	d-pantetheine 4'-phosphate
DB15069	pexastimogene devacirepvec
DB04768	pyrithiamine pyrophosphate
DB12977	simenepag isopropyl
DB13896	talimogene laherparepvec
DB12095	telotristat ethyl
DB06239	tipapkinogene sovacivec
DB05773	ado-trastuzumab emtansine
DB15331	vocimagene amiretrorepvec
DB15352	vorsetuzumab mafodotin
DB14201	dibenzothiazol-2-yl disulfide
DB03913	coenzyme alpha-f420-3
DB13134	fluorine-18 radiopharmaceutical
DB06005	adomiparin
DB11648	afuresertib
DB06013	aldoxorubicin
DB09302	alirocumab
DB11976	anifrolumab
DB12032	atagabalin
DB11995	avatrombopag
DB12699	balugrastim
DB06576	baminercept
DB11817	baricitinib
DB12464	bevenopran
DB13140	bezlotoxumab
DB11782	birinapant
DB12426	bitopertin
DB15200	bixalomer
DB12330	blisibimod
DB12560	blosozumab
DB09128	brexpiprazole
DB12997	brilacidin
DB12567	camicinal
DB12830	cebranopadol
DB09050	ceftolozane
DB11758	cenicriviroc
DB12229	cerlapirdine
DB12849	clazakizumab
DB05239	cobimetinib
DB14932	coleneuramide
DB11922	danirixin
DB02850	das869
DB13120	deferitazole
DB05560	delcasertib
DB12955	delparantag
DB12734	demcizumab
DB11807	dexmecamylamine
DB15130	dexpramipexole
DB15000	dianexin
DB12301	doravirine
DB13688	drisapersen
DB12159	dupilumab
DB12363	dusigitumab
DB06116	eldelumab
DB12135	elubrixin
DB09272	eluxadoline
DB12910	emicerfont
DB12608	emixustat
DB12078	enobosarm
DB12304	entolimod
DB12329	eravacycline
DB11827	ertugliflozin
DB06014	eteplirsen
DB12295	evodenoson
DB12157	fasinumab
DB06346	fiboflapon
DB12158	filorexant
DB12490	forigerimod
DB13664	formocortal
DB06166	fosdevirine
DB11911	galunisertib
DB13040	gandotinib
DB15426	giripladib
DB11977	golvatinib
DB11834	guselkumab
DB00941	hexafluronium
DB06449	ilodecakin
DB11694	ilorasertib
DB14884	imgatuzumab
DB12246	inclacumab
DB12439	ioforminol
DB09037	lambrolizumab
DB11826	lampalizumab
DB09027	ledipasvir
DB11560	lesinurad
DB14878	liafensine
DB06489	liatermin
DB11611	lifitegrast
DB13200	lipefilgrastim
DB11754	lirilumab
DB11954	lomibuvir
DB09280	lumacaftor
DB13125	lusutrombopag
DB14967	margetuximab
DB12875	mavatrep
DB12717	mibampator
DB06453	mirostipen
DB06462	mitumomab
DB11763	momelotinib
DB12431	muplestim
DB11691	naldemedine
DB09049	naloxegol
DB05542	naronapride
DB11711	navarixin
DB15330	nesvacumab
DB11793	niraparib
DB09035	nivolumab
DB11991	oprozomib
DB12891	ozanezumab
DB12014	ozoralizumab
DB09073	palbociclib
DB09263	patiromer
DB15129	pegadricase
DB11759	pevonedistat
DB11663	pictilisib
DB15383	pidilizumab
DB14904	pimasertib
DB11983	placulumab
DB13170	plecanatide
DB05829	preotact
DB15176	quilizumab
DB12985	quisinostat
DB11662	rabusertib
DB15332	radavirsen
DB11787	ralimetinib
DB15116	ramatercept
DB13005	rebastinib
DB12143	rezatomidine
DB12376	ricolinostat
DB11866	romosozumab
DB06659	rostaporfin
DB06475	ruplizumab
DB12636	samalizumab
DB12543	samidorphan
DB01347	saprisartan
DB12035	sarecycline
DB12655	saridegib
DB11767	sarilumab
DB13928	semaglutide
DB05794	serelaxin
DB12562	setipiprant
DB12051	setrobuvir
DB14116	silodrate
DB06290	simeprevir
DB15384	simotaxel
DB09308	solithromycin
DB12069	sovaprevir
DB12076	surotomycin
DB11905	sutezolid
DB11798	tanzisertib
DB12623	taprenepag
DB09041	tavaborole
DB12641	tedatioxetine
DB12639	telbermin
DB14218	telotristat
DB09180	thienylfentanyl
DB14004	tildrakizumab
DB12209	tirasemtiv
DB13057	torapsel
DB12609	tovetumab
DB12203	tozadenant
DB12169	tralokinumab
DB15323	trelagliptin
DB04669	triazolopyrimidine
DB15328	ubrogepant
DB12353	ulodesine
DB09076	umeclidinium
DB15527	umirolimus
DB12414	usistapide
DB11915	valbenazine
DB12956	vantictumab
DB11917	vatiquinone
DB12037	vedroprevir
DB12865	velcalcetide
DB12889	velneperit
DB15250	vercirnon
DB12512	verucerfont
DB15428	vesencumab
DB14895	vibegron
DB06625	vipadenant
DB09068	vortioxetine
DB12188	zicronapine
DB09122	peginterferon beta-1a
DB14767	peginterferon lambda-1a
DB09051	elosulfase alfa
DB00045	ospa lipoprotein
DB11563	sebelipase alfa
DB13201	trenonacog alfa
DB12872	vonicog alfa
DB11340	ubiquinol-8
DB06226	nelipepimut-s
DB06094	apatorsen
DB11854	astodrimer
DB12151	brincidofovir
DB11666	buparlisib
DB06081	caplacizumab
DB12074	censavudine
DB09331	daratumumab
DB11952	duvelisib
DB11574	elbasvir
DB09303	evolocumab
DB11808	faldaprevir
DB12491	fasiglifam
DB15262	futuximab
DB12836	grapiprant
DB09054	idelalisib
DB13074	macimorelin
DB14897	parsatuzumab
DB12866	pradigastat
DB12457	rimegepant
DB12778	rivipansel
DB12660	samatasvir
DB12713	sotagliflozin
DB12550	taladegib
DB05160	topsalysin
DB12170	veledimex
DB15076	abrilumab
DB12274	aducanumab
DB11363	alectinib
DB12180	apitolisib
DB09105	asfotase alfa
DB12526	batefenterol
DB12225	beclabuvir
DB15465	benzhydrocodone
DB12584	bimagrumab
DB12456	bococizumab
DB06090	bradanicline
DB12004	briciclib
DB11751	cabotegravir
DB09063	ceritinib
DB09183	dasabuvir
DB12566	decernotinib
DB12282	defactinib
DB14850	deleobuvir
DB09077	dinutuximab
DB12607	diridavumab
DB12486	elobixibat
DB11726	encenicline
DB12466	favipiravir
DB12500	fedratinib
DB12011	fevipiprant
DB12438	filociclovir
DB12198	fosdagrocorat
DB11978	glasdegib
DB11743	ipatasertib
DB06636	isavuconazonium
DB06326	latiglutenase
DB09265	lixisenatide
DB15441	lulizumab pegol
DB12281	luspatercept
DB13004	mavoglurant
DB09074	olaparib
DB09296	ombitasvir
DB11786	pefcalcitol
DB11708	peficitinib
DB12399	polmacoxib
DB04847	roxadustat
DB12626	senrebotase
DB12152	simtuzumab
DB12568	tecemotide
DB09343	tipiracil
DB12018	ulocuplumab
DB11969	uprosertib
DB11930	varlilumab
DB08836	temocapril
DB12926	cafedrine
DB13494	dimetofrine
DB13703	gepefrine
DB12927	theodrenaline
DB13625	carbuterol
DB08928	arsthinol
DB13536	broxyquinoline
DB13379	chiniofon
DB13512	clefamide
DB13599	difetarsone
DB13469	phanquinone
DB13319	propenidazole
DB13659	tenonitrozole
DB13222	tilbroquinol
DB13268	acetarsol
DB13769	(2-benzhydryloxyethyl)diethyl-methylammonium iodide
DB13640	acetoxolone
DB13595	almasilate
DB13650	aloglutamol
DB13280	aluminium acetoacetate
DB13853	anethole trithione
DB13369	benzilone
DB09219	bisoxatin
DB09300	butylscopolamine
DB13365	calcium lactate gluconate
DB13590	calcium pangamate
DB13519	cerium oxalate
DB13788	chlorbenzoxamine
DB13442	citiolone
DB13561	clobenzorex
DB13380	difemerine
DB13678	dihexyverine
DB13476	diisopromine
DB13672	dimethylaminopropionylphenothiazine
DB13654	diosmectite
DB13720	diphemanil
DB11594	domiphen
DB13285	etilamfetamine
DB13439	fenpiprane
DB13759	fenpiverinium
DB08978	fentonium
DB00986	glycopyrronium
DB06787	hexocyclium
DB13276	idanpramine
DB09456	insulin (beef)
DB14661	loperamide oxide
DB13359	magnesium aspartate
DB14515	magnesium lactate
DB14514	magnesium levulinate
DB13786	magnesium orotate
DB13486	magnesium peroxide
DB13675	metahexamide
DB13250	methiosulfonium chloride
DB13531	nicofetamide
DB08840	nicotinyl methylamide
DB13325	nifurzide
DB13760	niperotidine
DB13185	oxabolone cipionate
DB04823	oxyphenisatine
DB13526	pentaerithrityl
DB13695	penthienate
DB13248	phthalylsulfathiazole
DB13844	pipenzolate
DB13351	piperidolate
DB13507	poldine
DB13580	succinylsulfathiazole
DB13416	sulbutiamine
DB13702	tibezonium iodide
DB13748	tidiacic arginine
DB13666	tiemonium iodide
DB13311	trepibutone
DB13361	trimethyldiphenylpropylamine
DB13419	troxipide
DB13593	zolimidine
DB11876	alanyl glutamine
DB13509	aloxiprin
DB13278	bucetin
DB01452	diamorphine
DB08967	dimetotiazine
DB13839	dipyrocetyl
DB13610	flumedroxone
DB13454	nicomorphine
DB13407	nifenazone
DB13463	oxetorone
DB13289	rimazolium
DB13353	viminol
DB13578	metabutethamine
DB13229	narcobarbital
DB13567	desaspidin
DB13670	oxantel
DB13236	stibophen
DB13356	mesulfen
DB13575	bietaserpine
DB13631	methoserpidine
DB13429	tolonidine
DB13604	guanazodine
DB13779	guanoclor
DB13211	guanoxan
DB08835	spaglumic acid
DB14520	ferric citrate
DB13423	ferric hydroxide
DB13771	ferric sodium citrate
DB14490	ferrous ascorbate
DB13220	ferrous aspartate
DB13698	ferrous carbonate
DB13569	ferrous chloride
DB14501	ferrous glycine sulfate
DB14489	ferrous succinate
DB13639	ferrous tartrate
DB13381	sodium feredetate
DB13651	lorajmine
DB13237	clofoctol
DB13686	clometocillin
DB13730	nifurtoinol
DB13264	penimepicycline
DB13337	pheneticillin
DB13409	rokitamycin
DB13772	rufloxacin
DB13556	sulfamazone
DB13485	sulfametomidine
DB13320	sulfaperin
DB13699	sulfathiourea
DB13714	xibornol
DB13294	azidamfenicol
DB11512	dihydrostreptomycin
DB04335	inosine
DB13260	lysozyme
DB13636	etanautine
DB13448	mazaticol
DB13413	phenglutarimide
DB13252	tropatepine
DB09016	butriptyline
DB08996	dimetacrine
DB09194	etoperidone
