Drug_id,Drug_name,Target_id,Target_name
DB08632,Trimesic acid,P69905,Hemoglobin subunit alpha
DB08632,Trimesic acid,P68871,Hemoglobin subunit beta
DB08633,TNP-470,P50579,Methionine aminopeptidase 2
DB08634,6-BENZYL-1-BENZYLOXYMETHYL-5-ISOPROPYL URACIL,P04585,Gag-Pol polyprotein
DB08635,N-(TRANS-4'-NITRO-4-STILBENYL)-N-METHYL-5-AMINO-PENTANOIC ACID,P01768,Immunoglobulin heavy variable 3-30
DB08636,2-Hydroxybenzalpyruvate,Q51948,2-hydroxychromene-2-carboxylate isomerase
DB08637,4-(2-METHOXYPHENYL)-2-OXOBUT-3-ENOIC ACID,Q51948,2-hydroxychromene-2-carboxylate isomerase
DB08638,1-hydroperoxy-L-tryptophan,Q939D2,Catalase-peroxidase
DB08639,Dapivirine,P03366,Gag-Pol polyprotein
DB08640,"(2S,3S)-3-FORMYL-2-({[(4-METHYLPHENYL)SULFONYL]AMINO}METHYL)PENTANOIC ACID",Q9UNI1,Chymotrypsin-like elastase family member 1
DB08641,"(2S,3S)-3-FORMYL-2-({[(4-NITROPHENYL)SULFONYL]AMINO}METHYL)PENTANOIC ACID",Q9UNI1,Chymotrypsin-like elastase family member 1
DB08642,"(2R,6S)-6-{[methyl(3,4,5-trimethoxyphenyl)amino]methyl}-1,2,5,6,7,8-hexahydroquinazoline-2,4-diamine",P00374,Dihydrofolate reductase
DB08643,2-(2-{2-[(BIPHENYL-4-YLMETHYL)-AMINO]-3-MERCAPTO-PENTANOYLAMINO}-ACETYLAMINO)-3-METHYL-BUTYRIC ACID METHYL ESTER,P08254,Stromelysin-1
DB08644,{1-[2-(1-FORMYL-PROPYL)-3-METHANESULFONYLAMINO-PYRROLIDINE-1-CARBONYL]-2-METHYL-PROPYL}-CARBAMIC ACID TERT-BUTYL ESTER,P27958,Genome polyprotein
DB08645,"6-CHLORO-3-(DICHLOROMETHYL)-3,4-DIHYDRO-2H-1,2,4-BENZOTHIADIAZINE-7-SULFONAMIDE 1,1-DIOXIDE",P00918,Carbonic anhydrase 2
DB08646,TRW3-(2-AMINO-3-HYDROXY-PROPYL)-6-(N'-CYCLOHEXYL-HYDRAZINO)OCTAHYDRO-INDOL-7-OL,P22364,Amicyanin
DB08646,TRW3-(2-AMINO-3-HYDROXY-PROPYL)-6-(N'-CYCLOHEXYL-HYDRAZINO)OCTAHYDRO-INDOL-7-OL,P29894,Methylamine dehydrogenase heavy chain
DB08646,TRW3-(2-AMINO-3-HYDROXY-PROPYL)-6-(N'-CYCLOHEXYL-HYDRAZINO)OCTAHYDRO-INDOL-7-OL,P22619,Methylamine dehydrogenase light chain
DB08646,TRW3-(2-AMINO-3-HYDROXY-PROPYL)-6-(N'-CYCLOHEXYL-HYDRAZINO)OCTAHYDRO-INDOL-7-OL,P29899,Cytochrome c-L
DB08646,TRW3-(2-AMINO-3-HYDROXY-PROPYL)-6-(N'-CYCLOHEXYL-HYDRAZINO)OCTAHYDRO-INDOL-7-OL,Q8VUS8,Quinohemoprotein amine dehydrogenase subunit gamma
DB08646,TRW3-(2-AMINO-3-HYDROXY-PROPYL)-6-(N'-CYCLOHEXYL-HYDRAZINO)OCTAHYDRO-INDOL-7-OL,Q8VUT0,Quinohemoprotein amine dehydrogenase 60 kDa subunit
DB08646,TRW3-(2-AMINO-3-HYDROXY-PROPYL)-6-(N'-CYCLOHEXYL-HYDRAZINO)OCTAHYDRO-INDOL-7-OL,Q8VUS7,Quinohemoprotein amine dehydrogenase 40 kDa subunit
DB08647,TRAZEOLIDE,P01834,Ig kappa chain C region
DB08648,"(1R,3S,5S,8R)-8-Hydroxy-2-oxabicyclo[3.3.1]non-6-ene-3,5-dicarboxylic acid",P0A9J8,P-protein
DB08648,"(1R,3S,5S,8R)-8-Hydroxy-2-oxabicyclo[3.3.1]non-6-ene-3,5-dicarboxylic acid",P19080,Chorismate mutase AroH
DB08648,"(1R,3S,5S,8R)-8-Hydroxy-2-oxabicyclo[3.3.1]non-6-ene-3,5-dicarboxylic acid",P9WIB9,Secreted chorismate mutase
DB08649,(1S)-1-AMINO-2-(1H-INDOL-3-YL)ETHANOL,P84887,Aralkylamine dehydrogenase light chain
DB08649,(1S)-1-AMINO-2-(1H-INDOL-3-YL)ETHANOL,P84888,Aralkylamine dehydrogenase heavy chain
DB08651,3'-THIO-THYMIDINE-5'-PHOSPHATE,Q02880,DNA topoisomerase 2-beta
DB08651,3'-THIO-THYMIDINE-5'-PHOSPHATE,P04390,Type-2 restriction enzyme EcoRV
DB08652,Indoleacetamide,P84887,Aralkylamine dehydrogenase light chain
DB08652,Indoleacetamide,P84888,Aralkylamine dehydrogenase heavy chain
DB08653,Tryptamine,P84887,Aralkylamine dehydrogenase light chain
DB08653,Tryptamine,P84888,Aralkylamine dehydrogenase heavy chain
DB08654,"TRANS-(1S,2S)-2-AMINO-1,2,3,4-TETRAHYDRONAPHTHALEN-1-OL",Q9UBM1,PNMT
DB08654,"TRANS-(1S,2S)-2-AMINO-1,2,3,4-TETRAHYDRONAPHTHALEN-1-OL",P11086,Phenylethanolamine N-methyltransferase
DB08655,"9-ACETYL-2,3,4,9-TETRAHYDRO-1H-CARBAZOL-1-ONE",Q92793,CREB-binding protein
DB08656,5-amino-2-methyl-N-[(1R)-1-naphthalen-1-ylethyl]benzamide,P0C6X7,Replicase polyprotein 1ab
DB08657,2-(4-(2-((3-(5-(PYRIDIN-2-YLTHIO)THIAZOL-2-YL)UREIDO)METHYL)-1H-IMIDAZOL-4-YL)PHENOXY)ACETIC ACID,Q9FBC5,Putative enoyl-(Acyl-carrier-protein) reductase II
DB08658,ETHYL HYDROGEN DIETHYLAMIDOPHOSPHATE,P06276,BCHE
DB08659,2-(hydrazinocarbonyl)-3-phenyl-1H-indole-5-sulfonamide,P00918,Carbonic anhydrase 2
DB08660,Quinalizarin,P68400,Casein kinase II subunit alpha
DB08661,"1-(2,5-dideoxy-5-pyrrolidin-1-yl-beta-L-erythro-pentofuranosyl)-5-methylpyrimidine-2,4(1H,3H)-dione",P07998,Ribonuclease pancreatic
DB08662,3-[1-(4-BROMO-PHENYL)-2-METHYL-PROPYL]-4-HYDROXY-CHROMEN-2-ONE,P03367,Gag-Pol polyprotein
DB08663,4-HYDROXY-7-METHOXY-3-(1-PHENYL-PROPYL)-CHROMEN-2-ONE,P04584,Gag-Pol polyprotein
DB08664,({3-[1-(4-Hydroxy-2-oxo-2H-chromen-3-yl)-propyl]-phenylcarbamoyl}-methyl)-carbamic acid tert-butyl ester,P04584,Gag-Pol polyprotein
DB08665,"6,11-DIHYDRO-11-ETHYL-6-METHYL-9-NITRO-5H-PYRIDO[2,3-B][1,5]BENZODIAZEPIN-5-ONE",P04585,Gag-Pol polyprotein
DB08666,5-imino-4-(3-trifluoromethyl-phenylazo)-5H-pyrazol-3-ylamine,P0AE18,Methionine aminopeptidase
DB08667,4-(4-fluoro-phenylazo)-5-imino-5H-pyrazol-3-ylamine,P0AE18,Methionine aminopeptidase
DB08668,3-(5-Amino-3-imino-3H-pyrazol-4-ylazo)-benzoic acid,P0AE18,Methionine aminopeptidase
DB08669,"METHYL N-[(2S,3R)-3-AMINO-2-HYDROXY-3-(4-METHYLPHENYL)PROPANOYL]-D-ALANYL-D-LEUCINATE",P0AE18,Methionine aminopeptidase
DB08670,"METHYL N-[(2S,3R)-3-AMINO-2-HYDROXY-3-(4-ISOPROPYLPHENYL)PROPANOYL]-D-ALANYL-D-LEUCINATE",P0AE18,Methionine aminopeptidase
DB08671,5-Imino-4-(2-trifluoromethyl-phenylazo)-5H-pyrazol-3-ylamine,P0AE18,Methionine aminopeptidase
DB08672,4-[(3R)-3-{[2-(4-FLUOROPHENYL)-2-OXOETHYL]AMINO}BUTYL]BENZAMIDE,P27487,Dipeptidyl peptidase 4
DB08673,"4-[(5-ISOPROPYL-1,3-THIAZOL-2-YL)AMINO]BENZENESULFONAMIDE",P24941,Cyclin-dependent kinase 2
DB08674,"(20S)-19,20,21,22-TETRAHYDRO-19-OXO-5H-18,20-ETHANO-12,14-ETHENO-6,10-METHENO-18H-BENZ[D]IMIDAZO[4,3-K][1,6,9,12]OXATRIAZA-CYCLOOCTADECOSINE-9-CARBONITRILE",P49356,Protein farnesyltransferase subunit beta
DB08674,"(20S)-19,20,21,22-TETRAHYDRO-19-OXO-5H-18,20-ETHANO-12,14-ETHENO-6,10-METHENO-18H-BENZ[D]IMIDAZO[4,3-K][1,6,9,12]OXATRIAZA-CYCLOOCTADECOSINE-9-CARBONITRILE",P49354,Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha
DB08675,"(5Z)-7-{(1R,4S,5R,6R)-6-[(1E)-1-Octen-1-yl]-2,3-diazabicyclo[2.2.1]hept-2-en-5-yl}-5-heptenoic acid",Q16647,Prostacyclin synthase
DB08676,"(20S)-19,20,22,23-TETRAHYDRO-19-OXO-5H,21H-18,20-ETHANO-12,14-ETHENO-6,10-METHENOBENZ[D]IMIDAZO[4,3-L][1,6,9,13]OXATRIAZACYCLONOADECOSINE-9-CARBONITRILE",P49356,Protein farnesyltransferase subunit beta
DB08676,"(20S)-19,20,22,23-TETRAHYDRO-19-OXO-5H,21H-18,20-ETHANO-12,14-ETHENO-6,10-METHENOBENZ[D]IMIDAZO[4,3-L][1,6,9,13]OXATRIAZACYCLONOADECOSINE-9-CARBONITRILE",P49354,Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha
DB08677,N-(5-Isopropyl-thiazol-2-YL)-2-pyridin-3-YL-acetamide,P24941,Cyclin-dependent kinase 2
DB08678,(4-ETHYLPHENYL)SULFAMIC ACID,P23467,Receptor-type tyrosine-protein phosphatase beta
DB08680,N-{3-[(E)-(tert-butoxyimino)methyl]-4-chlorophenyl}-2-methylfuran-3-carbimidothioic acid,P04585,Gag-Pol polyprotein
DB08681,1-METHYL ETHYL 2-CHLORO-5-[[[(1-METHYLETHOXY)THIOOXO]METHYL]AMINO]-BENZOATE,P04585,Gag-Pol polyprotein
DB08682,"1-METHYL ETHYL 1-CHLORO-5-[[(5,6DIHYDRO-2-METHYL-1,4-OXATHIIN-3-YL)CARBONYL]AMINO]BENZOATE",P04585,Gag-Pol polyprotein
DB08683,"REL-(9R,12S)-9,10,11,12-TETRAHYDRO-9,12-EPOXY-1H-DIINDOLO[1,2,3-FG:3',2',1'-KL]PYRROLO[3,4-I][1,6]BENZODIAZOCINE-1,3(2H)-DIONE",O14757,Serine/threonine-protein kinase Chk1
DB08684,O-Decyl Hydrogen Thiocarbonate,P9WNG3,3-oxoacyl-[acyl-carrier-protein] synthase 3
DB08685,"1-(1,4-dimethyl-1,2,3,4-tetrahydroquinoxalin-6-yl)methanamine",Q3JP94,Glutaryl-CoA dehydrogenase
DB08686,"5,6,7,8,9,10-HEXAHYDRO-4-HYDROXY-3-(1-PHENYLPROPYL)CYCLOOCTA[B]PYRAN-2-ONE",P04584,Gag-Pol polyprotein
DB08687,FG-2216,Q9GZT9,Egl nine homolog 1
DB08687,FG-2216,Q16665,Hypoxia-inducible factor 1-alpha
DB08688,2-Undecanone,Q9NPJ3,Acyl-coenzyme A thioesterase 13
DB08689,Ubiquinone Q1,Q99643,"Succinate dehydrogenase cytochrome b560 subunit, mitochondrial"
DB08689,Ubiquinone Q1,P31040,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial"
DB08689,Ubiquinone Q1,O14521,"Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial"
DB08689,Ubiquinone Q1,P21912,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial"
DB08689,Ubiquinone Q1,P07173,Photosynthetic reaction center cytochrome c subunit
DB08689,Ubiquinone Q1,P06008,Reaction center protein H chain
DB08689,Ubiquinone Q1,P06009,Reaction center protein L chain
DB08689,Ubiquinone Q1,P06010,Reaction center protein M chain
DB08689,Ubiquinone Q1,P0AEG4,Thiol:disulfide interchange protein DsbA
DB08689,Ubiquinone Q1,P0A6M2,Disulfide bond formation protein B
DB08689,Ubiquinone Q1,Q72LA5,NrfC protein
DB08689,Ubiquinone Q1,Q72LA4,Thiosulfate reductase
DB08689,Ubiquinone Q1,Q72LA6,Hypothetical membrane spanning protein
DB08690,Ubiquinone Q2,P00156,Cytochrome b
DB08690,Ubiquinone Q2,Q9UDW1,Cytochrome b-c1 complex subunit 9
DB08690,Ubiquinone Q2,P14927,Cytochrome b-c1 complex subunit 7
DB08690,Ubiquinone Q2,P31930,"Cytochrome b-c1 complex subunit 1, mitochondrial"
DB08690,Ubiquinone Q2,P47985,"Cytochrome b-c1 complex subunit Rieske, mitochondrial"
DB08690,Ubiquinone Q2,O14957,Cytochrome b-c1 complex subunit 10
DB08690,Ubiquinone Q2,P07919,"Cytochrome b-c1 complex subunit 6, mitochondrial"
DB08690,Ubiquinone Q2,O14949,Cytochrome b-c1 complex subunit 8
DB08690,Ubiquinone Q2,P08574,"Cytochrome c1, heme protein, mitochondrial"
DB08690,Ubiquinone Q2,P22695,"Cytochrome b-c1 complex subunit 2, mitochondrial"
DB08690,Ubiquinone Q2,P0AC41,Succinate dehydrogenase flavoprotein subunit
DB08690,Ubiquinone Q2,P07014,Succinate dehydrogenase iron-sulfur subunit
DB08690,Ubiquinone Q2,P69054,Succinate dehydrogenase cytochrome b556 subunit
DB08690,Ubiquinone Q2,P0AC44,Succinate dehydrogenase hydrophobic membrane anchor subunit
DB08690,Ubiquinone Q2,P07173,Photosynthetic reaction center cytochrome c subunit
DB08690,Ubiquinone Q2,P06008,Reaction center protein H chain
DB08690,Ubiquinone Q2,P06009,Reaction center protein L chain
DB08690,Ubiquinone Q2,P06010,Reaction center protein M chain
DB08690,Ubiquinone Q2,P0A6M2,Disulfide bond formation protein B
DB08690,Ubiquinone Q2,Q02761,Cytochrome b
DB08690,Ubiquinone Q2,Q02762,Ubiquinol-cytochrome c reductase iron-sulfur subunit
DB08690,Ubiquinone Q2,Q02760,Cytochrome c1
DB08690,Ubiquinone Q2,P0C0Y8,Reaction center protein L chain
DB08690,Ubiquinone Q2,P0C0Y9,Reaction center protein M chain
DB08690,Ubiquinone Q2,P0C0Y7,Reaction center protein H chain
DB08691,"ethyl 3-[(E)-2-amino-1-cyanoethenyl]-6,7-dichloro-1-methyl-1H-indole-2-carboxylate",P49761,Dual specificity protein kinase CLK3
DB08691,"ethyl 3-[(E)-2-amino-1-cyanoethenyl]-6,7-dichloro-1-methyl-1H-indole-2-carboxylate",P49759,Dual specificity protein kinase CLK1
DB08692,D-1-(4-chlorophenyl)-2-(acetamido)ethane boronic acid,P17538,Chymotrypsinogen B
DB08693,L-1-(4-chlorophenyl)-2-(acetamido)ethane boronic acid,P17538,Chymotrypsinogen B
DB08694,Variolin B,P24941,Cyclin-dependent kinase 2
DB08694,Variolin B,P20248,Cyclin-A2
DB08695,3-(4-nitrophenyl)-1H-pyrazole,O60760,Hematopoietic prostaglandin D synthase
DB08696,"5-{2-[1-(1-METHYL-PROPYL)-7A-METHYL-OCTAHYDRO-INDEN-4-YLIDENE]-ETHYLIDENE}-2-METHYLENE-CYCLOHEXANE-1,3-DIOL",Q15648,Mediator of RNA polymerase II transcription subunit 1
DB08696,"5-{2-[1-(1-METHYL-PROPYL)-7A-METHYL-OCTAHYDRO-INDEN-4-YLIDENE]-ETHYLIDENE}-2-METHYLENE-CYCLOHEXANE-1,3-DIOL",P11473,Vitamin D3 receptor
DB08697,"4-(2-aminoethoxy)-N-(3-chloro-5-piperidin-1-ylphenyl)-3,5-dimethylbenzamide",P00749,Urokinase-type plasminogen activator
DB08698,"1-[(3S)-5-PHENYL-3-THIOPHEN-2-YL-3H-1,4-BENZODIAZEPIN-2-YL]AZETIDIN-3-OL",Q9ZLT0,Glutamate racemase
DB08699,"1-tert-butyl-3-(3-methylbenzyl)-1H-pyrazolo[3,4-d]pyrimidin-4-amine",Q13555,Calcium/calmodulin-dependent protein kinase type II subunit gamma
DB08700,"3-[(1R)-1-(2,6-dichloro-3-fluorophenyl)ethoxy]-5-(1-piperidin-4-yl-1H-pyrazol-4-yl)pyridin-2-amine",Q9NWH9,MET
DB08701,"2-(3-BROMOPHENYL)-6-[(2-HYDROXYETHYL)AMINO]-1H-BENZO[DE]ISOQUINOLINE-1,3(2H)-DIONE",P26663,Genome polyprotein
DB08701,"2-(3-BROMOPHENYL)-6-[(2-HYDROXYETHYL)AMINO]-1H-BENZO[DE]ISOQUINOLINE-1,3(2H)-DIONE",P26661,Genome polyprotein
DB08702,"2,5-DIPHENYLFURAN-3,4-DICARBOXYLIC ACID",P52700,Metallo-beta-lactamase L1
DB08703,"12-(2-hydroxyethyl)-2-(1-methylethoxy)-13,14-dihydronaphtho[2,1-a]pyrrolo[3,4-c]carbazol-5(12H)-one",P80192,Mitogen-activated protein kinase kinase kinase 9
DB08704,"[[(3R,4R,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-(pentanoylamino)oxan-2-ylidene]amino] N-phenylcarbamate",Q9KU37,Beta-hexosaminidase
DB08705,"6-(5-BROMO-2-HYDROXYPHENYL)-2-OXO-4-PHENYL-1,2-DIHYDROPYRIDINE-3-CARBONITRILE",P11309,Serine/threonine-protein kinase pim-1
DB08706,"(2S)-({(5Z)-5-[(5-Ethyl-2-furyl)methylene]-4-oxo-4,5-dihydro-1,3-thiazol-2-yl}amino)(4-fluorophenyl)acetic acid",P26663,Genome polyprotein
DB08707,"4-[3-(4-chlorophenyl)-2,1-benzisoxazol-5-yl]pyrimidin-2-amine",P11309,Serine/threonine-protein kinase pim-1
DB08708,"N-cyclohexyl-3-[3-(trifluoromethyl)phenyl][1,2,4]triazolo[4,3-b]pyridazin-6-amine",P11309,Serine/threonine-protein kinase pim-1
DB08709,"2,3-diphenyl-1H-indole-7-carboxylic acid",P11309,Serine/threonine-protein kinase pim-1
DB08710,"(5Z)-5-[(5-ethylfuran-2-yl)methylidene]-2-[[(S)-(4-fluorophenyl)-(2H-tetrazol-5-yl)methyl]amino]-1,3-thiazol-4-one",P26663,Genome polyprotein
DB08711,Methyl vanillate,P51584,"Endo-1,4-beta-xylanase Y"
DB08712,11-[(MERCAPTOCARBONYL)OXY]UNDECANOIC ACID,P9WNG3,3-oxoacyl-[acyl-carrier-protein] synthase 3
DB08713,"2,6-DIMETHYL-1-(3-[3-METHYL-5-ISOXAZOLYL]-PROPANYL)-4-[2N-METHYL-2H-TETRAZOL-5-YL]-PHENOL",Q82122,Genome polyprotein
DB08714,"2,6-DIMETHYL-1-(3-[3-METHYL-5-ISOXAZOLYL]-PROPANYL)-4-[4-METHYL-2H-TETRAZOL-2-YL]-PHENOL",Q82122,Genome polyprotein
DB08715,"2,6-DIMETHYL-1-(3-[3-METHYL-5-ISOXAZOLYL]-PROPANYL)-4-[2-METHYL-4-ISOXAZOLYL]-PHENOL",Q82122,Genome polyprotein
DB08717,"[(2S)-4-methyl-3-oxo-2,3,4,5-tetrahydro-1H-1,4-benzodiazepin-2-yl]acetic acid",Q7SIA5,Carboxylesterase
DB08718,"4-(3-ethylthiophen-2-yl)benzene-1,2-diol",P0AE18,Methionine aminopeptidase
DB08719,"5-(5-(6-CHLORO-4-(4,5-DIHYDRO-2-OXAZOLYL)PHENOXY)PENTYL)-3-METHYL ISOXAZOLE",P03303,Genome polyprotein
DB08720,"5-(5-(4-(4,5-dihydro-2-oxazoly)phenoxy)pentyl)-3-methyl osoxazole",P03303,Genome polyprotein
DB08721,"5-(5-(2,6-dichloro-4-(4,5-dihydro-2-oxazolyl)phenoxy)pentyl)-3-(hydroxyethyl oxymethyleneoxymethyl) isoxazole",P03303,Genome polyprotein
DB08722,5-(7-(6-chloro-4-(5-hydro-4-methyl-2-oxazolyl)phenoxy)heptyl)-3-methyl isoxazole,P03303,Genome polyprotein
DB08723,WIN-54954,P03303,Genome polyprotein
DB08723,WIN-54954,P23008,Genome polyprotein
DB08724,5-(5-(4-(5-hydro-4-methyl-2-oxazolyl)phenoxy)pentyl)-3-methyl isoxazole,P03303,Genome polyprotein
DB08725,"(S)-5-(7-(4-(4-Ethyl-4,5-dihydro-2-oxazolyl)phenoxy)heptyl)-3-methylisoxazole",P03303,Genome polyprotein
DB08726,"5-(7-(4-(4,5-dihydro-2-oxazolyl)phenoxy)heptyl)-3-methyl isoxazole",P21404,Genome polyprotein
DB08726,"5-(7-(4-(4,5-dihydro-2-oxazolyl)phenoxy)heptyl)-3-methyl isoxazole",P03302,Genome polyprotein
DB08726,"5-(7-(4-(4,5-dihydro-2-oxazolyl)phenoxy)heptyl)-3-methyl isoxazole",P03303,Genome polyprotein
DB08727,"3-Methyl-5-(7-{4-[(4R)-4-methyl-4,5-dihydro-1,3-oxazol-2-yl]phenoxy}heptyl)-1,2-oxazole",P03303,Genome polyprotein
DB08728,"5-(3-(2,6-dichloro-4-(4,5-dihydro-2-oxazolyl)phenoxy)propyl)-3-methyl isoxazole",P03303,Genome polyprotein
DB08728,"5-(3-(2,6-dichloro-4-(4,5-dihydro-2-oxazolyl)phenoxy)propyl)-3-methyl isoxazole",P23008,Genome polyprotein
DB08729,"5-ethoxy-4-(1-methyl-7-oxo-3-propyl-6,7-dihydro-1H-pyrazolo[4,3-d]pyrimidin-5-yl)thiophene-2-sulfonamide",O76074,"cGMP-specific 3',5'-cyclic phosphodiesterase"
DB08730,3-FLUORO-5-MORPHOLIN-4-YL-N-[1-(2-PYRIDIN-4-YLETHYL)-1H-INDOL-6-YL]BENZAMIDE,Q16539,Mitogen-activated protein kinase 14
DB08731,"2-[(1R)-2-carboxy-1-(naphthalen-1-ylmethyl)ethyl]-1,3-dioxo-2,3-dihydro-1H-isoindole-5-carboxylic acid",P00811,Beta-lactamase
DB08732,NALPHA-[(BENZYLOXY)CARBONYL]-N-[(1R)-4-HYDROXY-1-METHYL-2-OXOBUTYL]-L-PHENYLALANINAMIDE,P0C6X7,Replicase polyprotein 1ab
DB08732,NALPHA-[(BENZYLOXY)CARBONYL]-N-[(1R)-4-HYDROXY-1-METHYL-2-OXOBUTYL]-L-PHENYLALANINAMIDE,P0C6U8,Replicase polyprotein 1a
DB08733,"(2R,3R)-N^1^-[(1S)-2,2-DIMETHYL-1-(METHYLCARBAMOYL)PROPYL]-N^4^-HYDROXY-2-(2-METHYLPROPYL)-3-{[(1,3-THIAZOL-2-YLCARBONYL)AMINO]METHYL}BUTANEDIAMIDE",Q9UKQ2,Disintegrin and metalloproteinase domain-containing protein 28
DB08734,"6,6-DIMETHYL-1-[3-(2,4,5-TRICHLOROPHENOXY)PROPOXY]-1,6-DIHYDRO-1,3,5-TRIAZINE-2,4-DIAMINE",P04818,Thymidylate synthase
DB08735,"R,S-Warfarin alcohol",P02768,Serum albumin
DB08736,"S,R-Warfarin alcohol",P02768,Serum albumin
DB08737,"(3AS,4R,9BR)-4-(4-HYDROXYPHENYL)-1,2,3,3A,4,9B-HEXAHYDROCYCLOPENTA[C]CHROMEN-9-OL",P03372,Estrogen receptor
DB08738,1-{3-oxo-3-[(2S)-2-(pyrrolidin-1-ylcarbonyl)pyrrolidin-1-yl]propyl}-3-phenylquinoxalin-2(1H)-one,Q5JRX3,PREP
DB08738,1-{3-oxo-3-[(2S)-2-(pyrrolidin-1-ylcarbonyl)pyrrolidin-1-yl]propyl}-3-phenylquinoxalin-2(1H)-one,P48147,Prolyl endopeptidase
DB08739,"2-{3-[(2S)-4,4-difluoro-2-(pyrrolidin-1-ylcarbonyl)pyrrolidin-1-yl]-3-oxopropyl}-isoindole-1,3(2H)-dione",Q5JRX3,PREP
DB08739,"2-{3-[(2S)-4,4-difluoro-2-(pyrrolidin-1-ylcarbonyl)pyrrolidin-1-yl]-3-oxopropyl}-isoindole-1,3(2H)-dione",P48147,Prolyl endopeptidase
DB08740,"CYCLOHEXYLMETHYL-2,3-DIHYDROXY-5-METHYL-HEXYLAMIDE",P07339,Cathepsin D
DB08741,"5-[[(2R)-2-cyclopropyl-7,8-dimethoxy-2H-chromen-5-yl]methyl]pyrimidine-2,4-diamine",P0A017,Dihydrofolate reductase
DB08742,"1,3-CYCLOHEXANEDIOL, 4-METHYLENE-5-[(2E)-[(1S,3AS,7AS)-OCTAHYDRO-1-(5-HYDROXY-5-METHYL-1,3-HEXADIYNYL)-7A-METHYL-4H-INDEN-4-YLIDENE]ETHYLIDENE]-, (1R,3S,5Z)",Q15788,Nuclear receptor coactivator 1
DB08742,"1,3-CYCLOHEXANEDIOL, 4-METHYLENE-5-[(2E)-[(1S,3AS,7AS)-OCTAHYDRO-1-(5-HYDROXY-5-METHYL-1,3-HEXADIYNYL)-7A-METHYL-4H-INDEN-4-YLIDENE]ETHYLIDENE]-, (1R,3S,5Z)",P11473,Vitamin D3 receptor
DB08743,"2-({8-[(3R)-3-AMINOPIPERIDIN-1-YL]-1,3-DIMETHYL-2,6-DIOXO-1,2,3,6-TETRAHYDRO-7H-PURIN-7-YL}METHYL)BENZONITRILE",P27487,Dipeptidyl peptidase 4
DB08744,Casimiroin,P16083,Ribosyldihydronicotinamide dehydrogenase [quinone]
DB08745,4-[[(1E)-2-(4-CHLOROPHENYL)ETHENYL]SULFONYL]-1-[[1-(4-PYRIDINYL)-4-PIPERIDINYL]METHYL]PIPERAZINONE,Q9BQ89,F10
DB08745,4-[[(1E)-2-(4-CHLOROPHENYL)ETHENYL]SULFONYL]-1-[[1-(4-PYRIDINYL)-4-PIPERIDINYL]METHYL]PIPERAZINONE,P00742,Coagulation factor X
DB08746,1-[[(1E)-2-(4-CHLOROPHENYL)ETHENYL]SULFONYL]-4-[[1-(4-PYRIDINYL)-4-PIPERIDINYL]METHYL]PIPERAZINE,Q9BQ89,F10
DB08746,1-[[(1E)-2-(4-CHLOROPHENYL)ETHENYL]SULFONYL]-4-[[1-(4-PYRIDINYL)-4-PIPERIDINYL]METHYL]PIPERAZINE,P00742,Coagulation factor X
DB08747,"(11R)-10-acetyl-11-(2,4-dichlorophenyl)-6-hydroxy-3,3-dimethyl-2,3,4,5,10,11-hexahydro-1H-dibenzo[b,e][1,4]diazepin-1-one",O92972,Genome polyprotein
DB08748,4-(Dimethylamino)benzoic acid,P0C6X7,Replicase polyprotein 1ab
DB08748,4-(Dimethylamino)benzoic acid,A7J8L3,Orf1a polyprotein
DB08749,3-(2-AMINO-6-BENZOYLQUINAZOLIN-3(4H)-YL)-N-CYCLOHEXYL-N-METHYLPROPANAMIDE,P56817,Beta-secretase 1
DB08750,"1-[4-(AMINOMETHYL)BENZOYL]-5'-FLUORO-1'H-SPIRO[PIPERIDINE-4,2'-QUINAZOLIN]-4'-AMINE",P60321,NOS2
DB08750,"1-[4-(AMINOMETHYL)BENZOYL]-5'-FLUORO-1'H-SPIRO[PIPERIDINE-4,2'-QUINAZOLIN]-4'-AMINE",P35228,"Nitric oxide synthase, inducible"
DB08751,"N,N'-DIMETHYL-N-(ACETYL)-N'-(7-NITROBENZ-2-OXA-1,3-DIAZOL-4-YL)ETHYLENEDIAMINE",P01112,GTPase HRas
DB08752,N-[(1S)-2-[(4-cyano-1-methylpiperidin-4-yl)amino]-1-(cyclohexylmethyl)-2-oxoethyl]morpholine-4-carboxamide,P25774,Cathepsin S
DB08753,"4-{(1E)-3-OXO-3-[(2-PHENYLETHYL)AMINO]PROP-1-EN-1-YL}-1,2-PHENYLENE DIACETATE",Q672W7,Peptide deformylase
DB08754,N-Caffeoyltyramine,Q672W7,Peptide deformylase
DB08755,N-[(1S)-2-{[(1R)-2-(benzyloxy)-1-cyano-1-methylethyl]amino}-1-(cyclohexylmethyl)-2-oxoethyl]morpholine-4-carboxamide,P25774,Cathepsin S
DB08756,Y-27632,P17612,cAMP-dependent protein kinase catalytic subunit alpha
DB08756,Y-27632,P61925,cAMP-dependent protein kinase inhibitor alpha
